Region,Store Name,#,Link
fr,Opéra,1,https://www.apple.com/fr/retail/opera/images/hero_large_2x.jpg
fr,Opéra,2,https://www.apple.com/fr/retail/store/galleries/opera/images/opera_gallery_image2_large_2x.jpg
fr,Opéra,3,https://www.apple.com/fr/retail/store/galleries/opera/images/opera_gallery_image3_large_2x.jpg
fr,Opéra,4,https://www.apple.com/fr/retail/store/galleries/opera/images/opera_gallery_image4_large_2x.jpg
fr,Opéra,5,https://www.apple.com/fr/retail/store/galleries/opera/images/opera_gallery_image5_large_2x.jpg
fr,Opéra,6,https://www.apple.com/fr/retail/store/galleries/opera/images/opera_gallery_image6_large_2x.jpg
fr,Opéra,7,https://www.apple.com/fr/retail/store/galleries/opera/images/opera_gallery_image7_large_2x.jpg
fr,Opéra,8,https://www.apple.com/fr/retail/store/galleries/opera/images/opera_gallery_image8_large_2x.jpg
fr,Opéra,9,https://www.apple.com/fr/retail/store/galleries/opera/images/opera_gallery_image9_large_2x.jpg
fr,Opéra,10,https://www.apple.com/fr/retail/store/galleries/opera/images/opera_gallery_image10_large_2x.jpg
fr,Parly 2,1,https://www.apple.com/fr/retail/parly2/images/hero_large_2x.jpg
fr,Part-Dieu,1,https://www.apple.com/fr/retail/part-dieu/images/hero_large_2x.jpg
fr,Rosny 2,1,https://www.apple.com/fr/retail/rosny2/images/hero_large_2x.jpg
fr,Sainte-Catherine,1,https://www.apple.com/fr/retail/sainte-catherine/images/hero_large_2x.jpg
fr,Strasbourg,1,https://www.apple.com/fr/retail/strasbourg/images/hero_large_2x.jpg
fr,Val d’Europe,1,https://www.apple.com/fr/retail/valdeurope/images/hero_large_2x.jpg
fr,Vélizy 2,1,https://www.apple.com/fr/retail/velizy2/images/hero_large_2x.jpg
hk,Canton Road,1,https://www.apple.com/hk/en/retail/cantonroad/images/hero_large_2x.jpg
hk,Causeway Bay,1,https://www.apple.com/hk/en/retail/causewaybay/images/hero_large_2x.jpg
hk,Festival Walk,1,https://www.apple.com/hk/en/retail/festivalwalk/images/hero_large_2x.jpg
hk,New Town Plaza,1,https://www.apple.com/hk/en/retail/newtownplaza/images/hero_large_2x.jpg
hk,apm Hong Kong,1,https://www.apple.com/hk/en/retail/apmhongkong/images/hero_large_2x.jpg
hk,ifc mall,1,https://www.apple.com/hk/en/retail/ifcmall/images/hero_large_2x.jpg
hk,ifc mall,2,https://www.apple.com/hk/en/retail/store/images/galleries/ifcmall/images/ifcmall_gallery_image2_large_2x.jpg
hk,ifc mall,3,https://www.apple.com/hk/en/retail/store/images/galleries/ifcmall/images/ifcmall_gallery_image3_large_2x.jpg
hk,ifc mall,4,https://www.apple.com/hk/en/retail/store/images/galleries/ifcmall/images/ifcmall_gallery_image4_large_2x.jpg
hk,ifc mall,5,https://www.apple.com/hk/en/retail/store/images/galleries/ifcmall/images/ifcmall_gallery_image5_large_2x.jpg
hk,ifc mall,6,https://www.apple.com/hk/en/retail/store/images/galleries/ifcmall/images/ifcmall_gallery_image6_large_2x.jpg
hk,ifc mall,7,https://www.apple.com/hk/en/retail/store/images/galleries/ifcmall/images/ifcmall_gallery_image7_large_2x.jpg
hk,ifc mall,8,https://www.apple.com/hk/en/retail/store/images/galleries/ifcmall/images/ifcmall_gallery_image8_large_2x.jpg
it,Campania,1,https://www.apple.com/it/retail/campania/images/hero_large_2x.jpg
it,Carosello,1,https://www.apple.com/it/retail/carosello/images/hero_large_2x.jpg
it,Centro Sicilia,1,https://www.apple.com/it/retail/centrosicilia/images/hero_large_2x.jpg
it,Euroma2,1,https://www.apple.com/it/retail/euroma2/images/hero_large_2x.jpg
it,Fiordaliso,1,https://www.apple.com/it/retail/fiordaliso/images/hero_large_2x.jpg
it,Firenze,1,https://www.apple.com/it/retail/firenze/images/hero_large_2x.jpg
it,I Gigli,1,https://www.apple.com/it/retail/igigli/images/hero_large_2x.jpg
it,Le Befane,1,https://www.apple.com/it/retail/lebefane/images/hero_large_2x.jpg
it,Le Gru,1,https://www.apple.com/it/retail/legru/images/hero_large_2x.jpg
it,Nave de Vero,1,https://www.apple.com/it/retail/navedevero/images/hero_large_2x.jpg
it,Oriocenter,1,https://www.apple.com/it/retail/oriocenter/images/hero_large_2x.jpg
it,Piazza Liberty,1,https://www.apple.com/it/retail/piazzaliberty/images/hero_large_2x.jpg
it,Piazza Liberty,2,https://www.apple.com/it/retail/store/includes/piazzaliberty/drawer/images/store-drawer-tile-1_large_2x.jpg
it,Piazza Liberty,3,https://www.apple.com/it/retail/store/includes/piazzaliberty/drawer/images/store-drawer-gallery-1-item-1_large_2x.jpg
it,Piazza Liberty,4,https://www.apple.com/it/retail/store/includes/piazzaliberty/drawer/images/store-drawer-gallery-1-item-2_large_2x.jpg
it,Piazza Liberty,5,https://www.apple.com/it/retail/store/includes/piazzaliberty/drawer/images/store-drawer-gallery-1-item-3_large_2x.jpg
it,Piazza Liberty,6,https://www.apple.com/it/retail/store/includes/piazzaliberty/drawer/images/store-drawer-gallery-1-item-4_large_2x.jpg
it,Piazza Liberty,7,https://www.apple.com/it/retail/store/includes/piazzaliberty/drawer/images/store-drawer-gallery-2-item-1_large_2x.jpg
it,Piazza Liberty,8,https://www.apple.com/it/retail/store/includes/piazzaliberty/drawer/images/store-drawer-gallery-2-item-2_large_2x.jpg
it,Piazza Liberty,9,https://www.apple.com/it/retail/store/includes/piazzaliberty/drawer/images/store-drawer-gallery-2-item-3_large_2x.jpg
it,Piazza Liberty,10,https://www.apple.com/it/retail/store/includes/piazzaliberty/drawer/images/store-drawer-gallery-2-item-4_large_2x.jpg
it,Porta di Roma,1,https://www.apple.com/it/retail/portadiroma/images/hero_large_2x.jpg
it,RomaEst,1,https://www.apple.com/it/retail/romaest/images/hero_large_2x.jpg
it,Via Rizzoli,1,https://www.apple.com/it/retail/viarizzoli/images/hero_large_2x.jpg
it,Via Roma,1,https://www.apple.com/it/retail/viaroma/images/hero_large_2x.jpg
it,il Leone,1,https://www.apple.com/it/retail/illeone/images/hero_large_2x.jpg
jp,Fukuoka,1,https://www.apple.com/jp/retail/fukuoka/images/hero_large_2x.jpg
jp,Fukuoka,2,https://www.apple.com/jp/retail/store/images/galleries/fukuoka/images/fukuoka_gallery_image2_large_2x.jpg
jp,Fukuoka,3,https://www.apple.com/jp/retail/store/images/galleries/fukuoka/images/fukuoka_gallery_image3_large_2x.jpg
jp,Fukuoka,4,https://www.apple.com/jp/retail/store/images/galleries/fukuoka/images/fukuoka_gallery_image4_large_2x.jpg
jp,Fukuoka,5,https://www.apple.com/jp/retail/store/images/galleries/fukuoka/images/fukuoka_gallery_image5_large_2x.jpg
jp,Fukuoka,6,https://www.apple.com/jp/retail/store/images/galleries/fukuoka/images/fukuoka_gallery_image6_large_2x.jpg
jp,Ginza,1,https://www.apple.com/jp/retail/ginza/images/hero_large_2x.jpg
jp,Kawasaki,1,https://www.apple.com/jp/retail/kawasaki/images/hero_large_2x.jpg
jp,Kyoto,1,https://www.apple.com/jp/retail/kyoto/images/hero_large_2x.jpg
jp,Marunouchi,1,https://www.apple.com/jp/retail/marunouchi/images/hero_large_2x.jpg
jp,Marunouchi,2,https://www.apple.com/jp/retail/store/includes/marunouchi/drawer/images/store-drawer-tile-1_large_2x.jpg
jp,Marunouchi,3,https://www.apple.com/jp/retail/store/includes/marunouchi/drawer/images/store-drawer-gallery-1-item-1_large_2x.jpg
jp,Marunouchi,4,https://www.apple.com/jp/retail/store/includes/marunouchi/drawer/images/store-drawer-gallery-1-item-2_large_2x.jpg
jp,Marunouchi,5,https://www.apple.com/jp/retail/store/includes/marunouchi/drawer/images/store-drawer-gallery-1-item-3_large_2x.jpg
jp,Marunouchi,6,https://www.apple.com/jp/retail/store/includes/marunouchi/drawer/images/store-drawer-gallery-2-item-1_large_2x.jpg
jp,Marunouchi,7,https://www.apple.com/jp/retail/store/includes/marunouchi/drawer/images/store-drawer-gallery-2-item-2_large_2x.jpg
jp,Marunouchi,8,https://www.apple.com/jp/retail/store/includes/marunouchi/drawer/images/store-drawer-gallery-2-item-3_large_2x.jpg
jp,Marunouchi,9,https://www.apple.com/jp/retail/store/includes/marunouchi/drawer/images/store-drawer-gallery-2-item-4_large_2x.jpg
jp,Nagoya Sakae,1,https://www.apple.com/jp/retail/nagoyasakae/images/hero_large_2x.jpg
jp,Omotesando,1,https://www.apple.com/jp/retail/omotesando/images/hero_large_2x.jpg
jp,Omotesando,2,https://www.apple.com/jp/retail/store/images/galleries/omotesando/images/omotesando_gallery_image2_large_2x.jpg
jp,Omotesando,3,https://www.apple.com/jp/retail/store/images/galleries/omotesando/images/omotesando_gallery_image3_large_2x.jpg
jp,Omotesando,4,https://www.apple.com/jp/retail/store/images/galleries/omotesando/images/omotesando_gallery_image4_large_2x.jpg
jp,Omotesando,5,https://www.apple.com/jp/retail/store/images/galleries/omotesando/images/omotesando_gallery_image5_large_2x.jpg
jp,Shibuya,1,https://www.apple.com/jp/retail/shibuya/images/hero_large_2x.jpg
jp,Shinjuku,1,https://www.apple.com/jp/retail/shinjuku/images/hero_large_2x.jpg
jp,Shinsaibashi,1,https://www.apple.com/jp/retail/shinsaibashi/images/hero_large_2x.jpg
kr,Garosugil,1,https://www.apple.com/kr/retail/garosugil/images/hero_large_2x.jpg
mo,Cotai Central,1,https://www.apple.com/mo/retail/cotaicentral/images/hero_large_2x.jpg
mo,Galaxy Macau,1,https://www.apple.com/mo/retail/galaxymacau/images/hero_large_2x.jpg
mx,Antara,1,https://www.apple.com/mx/retail/antara/images/hero_large_2x.jpg
mx,Antara,2,https://www.apple.com/mx/retail/store/images/galleries/antara/images/antara_gallery_image2_large_2x.jpg
mx,Antara,3,https://www.apple.com/mx/retail/store/images/galleries/antara/images/antara_gallery_image3_large_2x.jpg
mx,Antara,4,https://www.apple.com/mx/retail/store/images/galleries/antara/images/antara_gallery_image4_large_2x.jpg
mx,Vía Santa Fe,1,https://www.apple.com/mx/retail/viasantafe/images/hero_large_2x.jpg
nl,Amsterdam,1,https://www.apple.com/nl/retail/amsterdam/images/hero_large_2x.jpg
nl,Amsterdam,2,
nl,Amsterdam,3,
nl,Amsterdam,4,
nl,Amsterdam,5,
nl,Den Haag,1,https://www.apple.com/nl/retail/denhaag/images/hero_large_2x.jpg
nl,Haarlem,1,https://www.apple.com/nl/retail/haarlem/images/hero_large_2x.jpg
se,Emporia,1,https://www.apple.com/se/retail/emporia/images/hero_large_2x.jpg
se,Täby Centrum,1,https://www.apple.com/se/retail/tabycentrum/images/hero_large_2x.jpg
se,Väla Centrum,1,https://www.apple.com/se/retail/valacentrum/images/hero_large_2x.jpg
sg,Jewel Changi Airport,1,https://www.apple.com/sg/retail/jewelchangiairport/images/hero_large_2x.jpg
sg,Orchard Road,1,https://www.apple.com/sg/retail/orchardroad/images/hero_large_2x.jpg
th,Iconsiam,1,https://www.apple.com/th/retail/iconsiam/images/hero_large_2x.jpg
tr,Akasya,1,https://www.apple.com/tr/retail/akasya/images/hero_large_2x.jpg
tr,Zorlu Center,1,https://www.apple.com/tr/retail/zorlucenter/images/hero_large_2x.jpg
tr,Zorlu Center,2,
tr,Zorlu Center,3,
tr,Zorlu Center,4,
tr,Zorlu Center,5,
tr,Zorlu Center,6,
tw,Taipei 101,1,https://www.apple.com/tw/retail/taipei101/images/hero_large_2x.jpg
tw,Xinyi A13,1,https://www.apple.com/tw/retail/xinyia13/images/hero_large_2x.jpg
uk,Bentall Centre,1,https://www.apple.com/uk/retail/bentallcentre/images/hero_large_2x.jpg
uk,Birmingham,1,https://www.apple.com/uk/retail/birmingham/images/hero_large_2x.jpg
uk,Bluewater,1,https://www.apple.com/uk/retail/bluewater/images/hero_large_2x.jpg
uk,Braehead,1,https://www.apple.com/uk/retail/braehead/images/hero_large_2x.jpg
uk,Brent Cross,1,https://www.apple.com/uk/retail/brentcross/images/hero_large_2x.jpg
uk,Bromley,1,https://www.apple.com/uk/retail/bromley/images/hero_large_2x.jpg
uk,Buchanan Street,1,https://www.apple.com/uk/retail/buchananstreet/images/hero_large_2x.jpg
uk,Cabot Circus,1,https://www.apple.com/uk/retail/cabotcircus/images/hero_large_2x.jpg
uk,Chapelfield,1,https://www.apple.com/uk/retail/chapelfield/images/hero_large_2x.jpg
uk,Churchill Square,1,https://www.apple.com/uk/retail/churchillsquare/images/hero_large_2x.jpg
uk,Covent Garden,1,https://www.apple.com/uk/retail/coventgarden/images/hero_large_2x.jpg
uk,Covent Garden,2,
uk,Covent Garden,3,
uk,Covent Garden,4,
uk,Covent Garden,5,
uk,Covent Garden,6,
uk,Cribbs Causeway,1,https://www.apple.com/uk/retail/cribbscauseway/images/hero_large_2x.jpg
uk,Drake Circus,1,https://www.apple.com/uk/retail/drakecircus/images/hero_large_2x.jpg
uk,Eldon Square,1,https://www.apple.com/uk/retail/eldonsquare/images/hero_large_2x.jpg
uk,Festival Place,1,https://www.apple.com/uk/retail/festivalplace/images/hero_large_2x.jpg
uk,Grand Arcade,1,https://www.apple.com/uk/retail/grandarcade/images/hero_large_2x.jpg
uk,Highcross,1,https://www.apple.com/uk/retail/highcross/images/hero_large_2x.jpg
uk,Lakeside,1,https://www.apple.com/uk/retail/lakeside/images/hero_large_2x.jpg
uk,Liverpool,1,https://www.apple.com/uk/retail/liverpool/images/hero_large_2x.jpg
uk,Manchester Arndale,1,https://www.apple.com/uk/retail/manchesterarndale/images/hero_large_2x.jpg
uk,Meadowhall,1,https://www.apple.com/uk/retail/meadowhall/images/hero_large_2x.jpg
uk,Metrocentre,1,https://www.apple.com/uk/retail/metrocentre/images/hero_large_2x.jpg
uk,Milton Keynes,1,https://www.apple.com/uk/retail/miltonkeynes/images/hero_large_2x.jpg
uk,Princes Street,1,https://www.apple.com/uk/retail/princesstreet/images/hero_large_2x.jpg
uk,Princesshay,1,https://www.apple.com/uk/retail/princesshay/images/hero_large_2x.jpg
uk,Regent Street,1,https://www.apple.com/uk/retail/regentstreet/images/hero_large_2x.jpg
uk,Regent Street,2,
uk,Regent Street,3,
uk,Regent Street,4,
uk,Regent Street,5,
uk,Regent Street,6,
uk,Regent Street,7,
uk,Regent Street,8,
uk,SouthGate,1,https://www.apple.com/uk/retail/southgate/images/hero_large_2x.jpg
uk,Southampton,1,https://www.apple.com/uk/retail/southampton/images/hero_large_2x.jpg
uk,St David’s 2,1,https://www.apple.com/uk/retail/stdavids2/images/hero_large_2x.jpg
uk,Stratford City,1,https://www.apple.com/uk/retail/stratfordcity/images/hero_large_2x.jpg
uk,The Oracle,1,https://www.apple.com/uk/retail/theoracle/images/hero_large_2x.jpg
uk,Touchwood Centre,1,https://www.apple.com/uk/retail/touchwoodcentre/images/hero_large_2x.jpg
uk,Trafford Centre,1,https://www.apple.com/uk/retail/traffordcentre/images/hero_large_2x.jpg
uk,Trinity Leeds,1,https://www.apple.com/uk/retail/trinityleeds/images/hero_large_2x.jpg
uk,Union Square,1,https://www.apple.com/uk/retail/unionsquare/images/hero_large_2x.jpg
uk,Victoria Square,1,https://www.apple.com/uk/retail/victoriasquare/images/hero_large_2x.jpg
uk,Watford,1,https://www.apple.com/uk/retail/watford/images/hero_large_2x.jpg
uk,White City,1,https://www.apple.com/uk/retail/whitecity/images/hero_large_2x.jpg
us,4th Street,1,https://www.apple.com/retail/4thstreet/images/hero_large_2x.jpg
us,ABQ Uptown,1,https://www.apple.com/retail/abquptown/images/hero_large_2x.jpg
us,Ala Moana,1,https://www.apple.com/retail/alamoana/images/hero_large_2x.jpg
us,Alderwood,1,https://www.apple.com/retail/alderwood/images/hero_large_2x.jpg
us,Altamonte,1,https://www.apple.com/retail/altamonte/images/hero_large_2x.jpg
us,Anchorage 5th Avenue Mall,1,https://www.apple.com/retail/anchorage5thavenuemall/images/hero_large_2x.jpg
us,Annapolis,1,https://www.apple.com/retail/annapolis/images/hero_large_2x.jpg
us,Apple Park Visitor Center,1,https://www.apple.com/retail/appleparkvisitorcenter/images/hero_large_2x.jpg
us,Apple Park Visitor Center,2,https://www.apple.com/retail/store/flagship-store/drawer/appleparkvisitorcenter/images/store-drawer-tile-1_large_2x.jpg
us,Apple Park Visitor Center,3,https://www.apple.com/retail/store/flagship-store/drawer/appleparkvisitorcenter/images/store-drawer-tile-2_large_2x.jpg
us,Apple Park Visitor Center,4,https://www.apple.com/retail/store/flagship-store/drawer/appleparkvisitorcenter/images/store-drawer-tile-3_large_2x.jpg
us,Apple Park Visitor Center,5,https://www.apple.com/retail/store/flagship-store/drawer/appleparkvisitorcenter/images/store-drawer-tile-4_large_2x.jpg
us,Arden Fair,1,https://www.apple.com/retail/ardenfair/images/hero_large_2x.jpg
us,Arrowhead,1,https://www.apple.com/retail/arrowhead/images/hero_large_2x.jpg
us,Aspen Grove,1,https://www.apple.com/retail/aspengrove/images/hero_large_2x.jpg
us,Augusta,1,https://www.apple.com/retail/augusta/images/hero_large_2x.jpg
us,Avalon,1,https://www.apple.com/retail/avalon/images/hero_large_2x.jpg
us,Aventura,1,https://www.apple.com/retail/aventura/images/hero_large_2x.jpg
us,Aventura,2,https://www.apple.com/retail/store/images/galleries/aventura/images/aventura_gallery_image2_large_2x.jpg
us,Aventura,3,https://www.apple.com/retail/store/images/galleries/aventura/images/aventura_gallery_image3_large_2x.jpg
us,Aventura,4,https://www.apple.com/retail/store/images/galleries/aventura/images/aventura_gallery_image4_large_2x.jpg
us,Aventura,5,https://www.apple.com/retail/store/images/galleries/aventura/images/aventura_gallery_image5_large_2x.jpg
us,Aventura,6,https://www.apple.com/retail/store/images/galleries/aventura/images/aventura_gallery_image6_large_2x.jpg
us,Aventura,7,https://www.apple.com/retail/store/images/galleries/aventura/images/aventura_gallery_image7_large_2x.jpg
us,Aventura,8,https://www.apple.com/retail/store/images/galleries/aventura/images/aventura_gallery_image8_large_2x.jpg
us,Barton Creek,1,https://www.apple.com/retail/bartoncreek/images/hero_large_2x.jpg
us,Bay Street,1,https://www.apple.com/retail/baystreet/images/hero_large_2x.jpg
us,Baybrook,1,https://www.apple.com/retail/baybrook/images/hero_large_2x.jpg
us,Bayshore,1,https://www.apple.com/retail/bayshore/images/hero_large_2x.jpg
us,Bellevue Square,1,https://www.apple.com/retail/bellevuesquare/images/hero_large_2x.jpg
us,Bethesda Row,1,https://www.apple.com/retail/bethesdarow/images/hero_large_2x.jpg
us,Beverly Center,1,https://www.apple.com/retail/beverlycenter/images/hero_large_2x.jpg
us,Boca Raton,1,https://www.apple.com/retail/bocaraton/images/hero_large_2x.jpg
us,Boise Towne Square,1,https://www.apple.com/retail/boisetownesquare/images/hero_large_2x.jpg
us,Boylston Street,1,https://www.apple.com/retail/boylstonstreet/images/hero_large_2x.jpg
us,Boylston Street,2,https://www.apple.com/retail/store/images/galleries/boylstonstreet/images/boylston_gallery_image2_large_2x.jpg
us,Boylston Street,3,https://www.apple.com/retail/store/images/galleries/boylstonstreet/images/boylston_gallery_image3_large_2x.jpg
us,Boylston Street,4,https://www.apple.com/retail/store/images/galleries/boylstonstreet/images/boylston_gallery_image4_large_2x.jpg
us,Boylston Street,5,https://www.apple.com/retail/store/images/galleries/boylstonstreet/images/boylston_gallery_image5_large_2x.jpg
us,Boylston Street,6,https://www.apple.com/retail/store/images/galleries/boylstonstreet/images/boylston_gallery_image6_large_2x.jpg
us,Brandon,1,https://www.apple.com/retail/brandon/images/hero_large_2x.jpg
us,Brea Mall,1,https://www.apple.com/retail/breamall/images/hero_large_2x.jpg
us,Briarwood,1,https://www.apple.com/retail/briarwood/images/hero_large_2x.jpg
us,Brickell City Centre,1,https://www.apple.com/retail/brickellcitycentre/images/hero_large_2x.jpg
us,Bridge Street,1,https://www.apple.com/retail/bridgestreet/images/hero_large_2x.jpg
us,Bridgeport Village,1,https://www.apple.com/retail/bridgeportvillage/images/hero_large_2x.jpg
us,Bridgewater,1,https://www.apple.com/retail/bridgewater/images/hero_large_2x.jpg
us,Broadway Plaza,1,https://www.apple.com/retail/broadwayplaza/images/hero_large_2x.jpg
us,Burlingame,1,https://www.apple.com/retail/burlingame/images/hero_large_2x.jpg
us,Burlington,1,https://www.apple.com/retail/burlington/images/hero_large_2x.jpg
us,CambridgeSide,1,https://www.apple.com/retail/cambridgeside/images/hero_large_2x.jpg
us,Carlsbad,1,https://www.apple.com/retail/carlsbad/images/hero_large_2x.jpg
us,Carnegie Library,1,https://www.apple.com/retail/carnegielibrary/images/hero_large_2x.jpg
us,Carnegie Library,2,https://www.apple.com/retail/store/flagship-store/drawer/carnegielibrary/images/store-drawer-tile-1_large_2x.jpg
us,Carnegie Library,3,https://www.apple.com/retail/store/flagship-store/drawer/carnegielibrary/images/store-drawer-gallery-1-item-1_large_2x.jpg
us,Carnegie Library,4,https://www.apple.com/retail/store/flagship-store/drawer/carnegielibrary/images/store-drawer-gallery-1-item-2_large_2x.jpg
us,Carnegie Library,5,https://www.apple.com/retail/store/flagship-store/drawer/carnegielibrary/images/store-drawer-gallery-1-item-3_large_2x.jpg
us,Carnegie Library,6,https://www.apple.com/retail/store/flagship-store/drawer/carnegielibrary/images/store-drawer-gallery-1-item-4_large_2x.jpg
us,Carnegie Library,7,https://www.apple.com/retail/store/flagship-store/drawer/carnegielibrary/images/store-drawer-gallery-1-item-5_large_2x.jpg
us,Carnegie Library,8,https://www.apple.com/retail/store/flagship-store/drawer/carnegielibrary/images/store-drawer-tile-2_large_2x.jpg
us,Century City,1,https://www.apple.com/retail/centurycity/images/hero_large_2x.jpg
us,Chandler Fashion Center,1,https://www.apple.com/retail/chandlerfashioncenter/images/hero_large_2x.jpg
us,Cherry Creek,1,https://www.apple.com/retail/cherrycreek/images/hero_large_2x.jpg
us,Cherry Hill,1,https://www.apple.com/retail/cherryhill/images/hero_large_2x.jpg
us,Chestnut Hill,1,https://www.apple.com/retail/chestnuthill/images/hero_large_2x.jpg
us,Chestnut Street,1,https://www.apple.com/retail/chestnutstreet/images/hero_large_2x.jpg
us,Christiana Mall,1,https://www.apple.com/retail/christianamall/images/hero_large_2x.jpg
us,Cielo Vista Mall,1,https://www.apple.com/retail/cielovistamall/images/hero_large_2x.jpg
us,City Creek Center,1,https://www.apple.com/retail/citycreekcenter/images/hero_large_2x.jpg
us,Clarendon,1,https://www.apple.com/retail/clarendon/images/hero_large_2x.jpg
us,Coconut Point,1,https://www.apple.com/retail/coconutpoint/images/hero_large_2x.jpg
us,Columbia,1,https://www.apple.com/retail/columbia/images/hero_large_2x.jpg
us,CoolSprings Galleria,1,https://www.apple.com/retail/coolspringsgalleria/images/hero_large_2x.jpg
us,Corte Madera,1,https://www.apple.com/retail/cortemadera/images/hero_large_2x.jpg
us,Country Club Plaza,1,https://www.apple.com/retail/countryclubplaza/images/hero_large_2x.jpg
us,Crabtree Valley Mall,1,https://www.apple.com/retail/crabtreevalleymall/images/map_large_2x.jpg
us,Crocker Park,1,https://www.apple.com/retail/crockerpark/images/hero_large_2x.jpg
us,Crossgates,1,https://www.apple.com/retail/crossgates/images/hero_large_2x.jpg
us,Cumberland Mall,1,https://www.apple.com/retail/cumberlandmall/images/hero_large_2x.jpg
us,Dadeland,1,https://www.apple.com/retail/dadeland/images/hero_large_2x.jpg
us,Danbury Fair Mall,1,https://www.apple.com/retail/danburyfairmall/images/hero_large_2x.jpg
us,Deer Park,1,https://www.apple.com/retail/deerpark/images/hero_large_2x.jpg
us,Del Monte,1,https://www.apple.com/retail/delmonte/images/hero_large_2x.jpg
us,Derby Street,1,https://www.apple.com/retail/derbystreet/images/hero_large_2x.jpg
us,Domain NORTHSIDE,1,https://www.apple.com/retail/domainnorthside/images/hero_large_2x.jpg
us,Downtown Brooklyn,1,https://www.apple.com/retail/downtownbrooklyn/images/hero_large_2x.jpg
us,Easton Town Center,1,https://www.apple.com/retail/eastontowncenter/images/hero_large_2x.jpg
us,Eastview,1,https://www.apple.com/retail/eastview/images/hero_large_2x.jpg
us,Eastwood Towne Center,1,https://www.apple.com/retail/eastwoodtownecenter/images/hero_large_2x.jpg
us,El Paseo Village,1,https://www.apple.com/retail/elpaseovillage/images/hero_large_2x.jpg
us,Eton,1,https://www.apple.com/retail/eton/images/hero_large_2x.jpg
